date,nav,scheme_name,scheme_code
22-01-2026,110.05390,SBI Bluechip,119551
21-01-2026,109.94380,SBI Bluechip,119551
20-01-2026,109.93850,SBI Bluechip,119551
19-01-2026,109.97420,SBI Bluechip,119551
16-01-2026,110.01070,SBI Bluechip,119551
14-01-2026,110.12860,SBI Bluechip,119551
13-01-2026,110.18780,SBI Bluechip,119551
12-01-2026,110.29740,SBI Bluechip,119551
09-01-2026,110.23270,SBI Bluechip,119551
08-01-2026,110.22180,SBI Bluechip,119551
07-01-2026,110.21750,SBI Bluechip,119551
06-01-2026,110.26470,SBI Bluechip,119551
05-01-2026,110.24980,SBI Bluechip,119551
02-01-2026,110.33330,SBI Bluechip,119551
01-01-2026,110.34930,SBI Bluechip,119551
31-12-2025,110.32120,SBI Bluechip,119551
30-12-2025,110.21760,SBI Bluechip,119551
29-12-2025,110.27990,SBI Bluechip,119551
26-12-2025,110.22470,SBI Bluechip,119551
24-12-2025,110.20790,SBI Bluechip,119551
23-12-2025,109.99540,SBI Bluechip,119551
22-12-2025,110.02410,SBI Bluechip,119551
19-12-2025,110.04030,SBI Bluechip,119551
18-12-2025,110.01950,SBI Bluechip,119551
17-12-2025,110.02660,SBI Bluechip,119551
16-12-2025,110.02610,SBI Bluechip,119551
15-12-2025,109.99440,SBI Bluechip,119551
12-12-2025,110.06520,SBI Bluechip,119551
11-12-2025,110.06090,SBI Bluechip,119551
10-12-2025,110.04660,SBI Bluechip,119551
09-12-2025,110.18520,SBI Bluechip,119551
08-12-2025,110.32990,SBI Bluechip,119551
05-12-2025,110.33730,SBI Bluechip,119551
04-12-2025,110.23500,SBI Bluechip,119551
03-12-2025,110.23620,SBI Bluechip,119551
02-12-2025,110.23490,SBI Bluechip,119551
01-12-2025,110.21100,SBI Bluechip,119551
28-11-2025,110.26150,SBI Bluechip,119551
27-11-2025,110.27430,SBI Bluechip,119551
26-11-2025,110.26580,SBI Bluechip,119551
25-11-2025,110.19240,SBI Bluechip,119551
24-11-2025,110.13220,SBI Bluechip,119551
21-11-2025,110.07080,SBI Bluechip,119551
20-11-2025,110.08820,SBI Bluechip,119551
19-11-2025,110.07710,SBI Bluechip,119551
18-11-2025,110.02050,SBI Bluechip,119551
17-11-2025,109.97560,SBI Bluechip,119551
14-11-2025,109.97250,SBI Bluechip,119551
13-11-2025,109.99070,SBI Bluechip,119551
12-11-2025,109.99470,SBI Bluechip,119551
11-11-2025,109.96100,SBI Bluechip,119551
10-11-2025,109.92500,SBI Bluechip,119551
07-11-2025,109.86090,SBI Bluechip,119551
06-11-2025,109.83370,SBI Bluechip,119551
04-11-2025,109.79410,SBI Bluechip,119551
03-11-2025,109.75480,SBI Bluechip,119551
31-10-2025,109.67680,SBI Bluechip,119551
30-10-2025,109.65210,SBI Bluechip,119551
29-10-2025,109.69340,SBI Bluechip,119551
28-10-2025,109.64040,SBI Bluechip,119551
27-10-2025,109.61250,SBI Bluechip,119551
24-10-2025,109.56730,SBI Bluechip,119551
23-10-2025,109.58170,SBI Bluechip,119551
20-10-2025,109.61550,SBI Bluechip,119551
17-10-2025,109.58440,SBI Bluechip,119551
16-10-2025,109.51310,SBI Bluechip,119551
15-10-2025,109.47540,SBI Bluechip,119551
14-10-2025,109.40880,SBI Bluechip,119551
13-10-2025,109.37630,SBI Bluechip,119551
10-10-2025,109.28520,SBI Bluechip,119551
09-10-2025,109.25970,SBI Bluechip,119551
08-10-2025,109.25240,SBI Bluechip,119551
07-10-2025,109.20450,SBI Bluechip,119551
06-10-2025,109.09260,SBI Bluechip,119551
03-10-2025,108.95910,SBI Bluechip,119551
01-10-2025,108.82850,SBI Bluechip,119551
30-09-2025,108.73970,SBI Bluechip,119551
26-09-2025,108.67020,SBI Bluechip,119551
25-09-2025,108.61700,SBI Bluechip,119551
24-09-2025,108.58590,SBI Bluechip,119551
23-09-2025,108.57080,SBI Bluechip,119551
22-09-2025,108.51310,SBI Bluechip,119551
19-09-2025,108.44280,SBI Bluechip,119551
18-09-2025,108.45520,SBI Bluechip,119551
17-09-2025,108.45380,SBI Bluechip,119551
16-09-2025,108.37870,SBI Bluechip,119551
15-09-2025,108.38020,SBI Bluechip,119551
12-09-2025,108.40060,SBI Bluechip,119551
11-09-2025,108.36900,SBI Bluechip,119551
10-09-2025,108.35740,SBI Bluechip,119551
09-09-2025,108.35190,SBI Bluechip,119551
05-09-2025,108.24500,SBI Bluechip,119551
04-09-2025,108.13790,SBI Bluechip,119551
03-09-2025,108.04710,SBI Bluechip,119551
02-09-2025,108.00880,SBI Bluechip,119551
01-09-2025,108.03730,SBI Bluechip,119551
29-08-2025,108.02970,SBI Bluechip,119551
28-08-2025,108.06600,SBI Bluechip,119551
26-08-2025,107.92660,SBI Bluechip,119551
25-08-2025,108.10370,SBI Bluechip,119551
22-08-2025,108.10960,SBI Bluechip,119551
21-08-2025,108.09850,SBI Bluechip,119551
20-08-2025,108.08990,SBI Bluechip,119551
19-08-2025,108.00830,SBI Bluechip,119551
18-08-2025,108.12710,SBI Bluechip,119551
14-08-2025,108.15430,SBI Bluechip,119551
13-08-2025,107.99010,SBI Bluechip,119551
12-08-2025,108.04900,SBI Bluechip,119551
11-08-2025,108.20180,SBI Bluechip,119551
08-08-2025,108.27260,SBI Bluechip,119551
07-08-2025,108.26110,SBI Bluechip,119551
06-08-2025,108.21530,SBI Bluechip,119551
05-08-2025,108.44120,SBI Bluechip,119551
04-08-2025,108.43550,SBI Bluechip,119551
01-08-2025,108.29520,SBI Bluechip,119551
31-07-2025,108.21670,SBI Bluechip,119551
30-07-2025,108.17570,SBI Bluechip,119551
29-07-2025,108.18280,SBI Bluechip,119551
28-07-2025,108.21930,SBI Bluechip,119551
25-07-2025,108.19820,SBI Bluechip,119551
24-07-2025,108.25730,SBI Bluechip,119551
23-07-2025,108.22770,SBI Bluechip,119551
22-07-2025,108.19790,SBI Bluechip,119551
21-07-2025,108.17290,SBI Bluechip,119551
18-07-2025,108.11610,SBI Bluechip,119551
17-07-2025,108.02720,SBI Bluechip,119551
16-07-2025,107.96580,SBI Bluechip,119551
15-07-2025,107.96200,SBI Bluechip,119551
14-07-2025,107.96170,SBI Bluechip,119551
11-07-2025,107.91250,SBI Bluechip,119551
10-07-2025,107.89280,SBI Bluechip,119551
09-07-2025,107.89240,SBI Bluechip,119551
08-07-2025,107.91980,SBI Bluechip,119551
07-07-2025,107.92430,SBI Bluechip,119551
04-07-2025,107.84660,SBI Bluechip,119551
03-07-2025,107.85520,SBI Bluechip,119551
02-07-2025,107.76770,SBI Bluechip,119551
01-07-2025,107.66240,SBI Bluechip,119551
30-06-2025,107.57670,SBI Bluechip,119551
27-06-2025,107.48780,SBI Bluechip,119551
26-06-2025,107.50110,SBI Bluechip,119551
25-06-2025,107.51100,SBI Bluechip,119551
24-06-2025,107.57330,SBI Bluechip,119551
23-06-2025,107.45770,SBI Bluechip,119551
20-06-2025,107.43840,SBI Bluechip,119551
19-06-2025,107.44650,SBI Bluechip,119551
18-06-2025,107.57160,SBI Bluechip,119551
17-06-2025,107.56440,SBI Bluechip,119551
16-06-2025,107.43870,SBI Bluechip,119551
13-06-2025,107.35750,SBI Bluechip,119551
12-06-2025,107.48250,SBI Bluechip,119551
11-06-2025,107.54390,SBI Bluechip,119551
10-06-2025,107.64210,SBI Bluechip,119551
09-06-2025,107.88600,SBI Bluechip,119551
06-06-2025,108.00920,SBI Bluechip,119551
05-06-2025,107.78120,SBI Bluechip,119551
04-06-2025,107.74690,SBI Bluechip,119551
03-06-2025,107.73450,SBI Bluechip,119551
02-06-2025,107.71030,SBI Bluechip,119551
30-05-2025,107.65700,SBI Bluechip,119551
29-05-2025,107.68830,SBI Bluechip,119551
28-05-2025,107.68220,SBI Bluechip,119551
27-05-2025,107.63290,SBI Bluechip,119551
26-05-2025,107.62180,SBI Bluechip,119551
23-05-2025,107.55340,SBI Bluechip,119551
22-05-2025,107.51930,SBI Bluechip,119551
21-05-2025,107.48780,SBI Bluechip,119551
20-05-2025,107.28670,SBI Bluechip,119551
19-05-2025,107.17660,SBI Bluechip,119551
16-05-2025,107.06880,SBI Bluechip,119551
15-05-2025,106.90550,SBI Bluechip,119551
14-05-2025,106.79010,SBI Bluechip,119551
13-05-2025,106.66610,SBI Bluechip,119551
09-05-2025,106.27890,SBI Bluechip,119551
08-05-2025,106.34660,SBI Bluechip,119551
07-05-2025,106.55850,SBI Bluechip,119551
06-05-2025,106.50850,SBI Bluechip,119551
05-05-2025,106.54510,SBI Bluechip,119551
02-05-2025,106.45730,SBI Bluechip,119551
30-04-2025,106.42720,SBI Bluechip,119551
29-04-2025,106.42310,SBI Bluechip,119551
28-04-2025,106.34220,SBI Bluechip,119551
25-04-2025,106.29280,SBI Bluechip,119551
24-04-2025,106.34310,SBI Bluechip,119551
23-04-2025,106.35570,SBI Bluechip,119551
22-04-2025,106.28670,SBI Bluechip,119551
21-04-2025,106.19590,SBI Bluechip,119551
17-04-2025,106.03930,SBI Bluechip,119551
16-04-2025,105.91380,SBI Bluechip,119551
15-04-2025,105.82560,SBI Bluechip,119551
11-04-2025,105.71660,SBI Bluechip,119551
09-04-2025,105.59500,SBI Bluechip,119551
08-04-2025,105.47980,SBI Bluechip,119551
07-04-2025,105.48950,SBI Bluechip,119551
04-04-2025,105.47310,SBI Bluechip,119551
03-04-2025,105.40700,SBI Bluechip,119551
02-04-2025,105.26930,SBI Bluechip,119551
31-03-2025,104.85170,SBI Bluechip,119551
28-03-2025,104.79800,SBI Bluechip,119551
27-03-2025,104.58870,SBI Bluechip,119551
26-03-2025,104.42750,SBI Bluechip,119551
25-03-2025,104.31520,SBI Bluechip,119551
24-03-2025,104.27110,SBI Bluechip,119551
21-03-2025,104.17870,SBI Bluechip,119551
20-03-2025,104.08510,SBI Bluechip,119551
19-03-2025,103.98430,SBI Bluechip,119551
18-03-2025,103.86850,SBI Bluechip,119551
17-03-2025,103.81830,SBI Bluechip,119551
13-03-2025,103.73140,SBI Bluechip,119551
12-03-2025,103.69370,SBI Bluechip,119551
11-03-2025,103.66330,SBI Bluechip,119551
10-03-2025,103.63180,SBI Bluechip,119551
07-03-2025,103.59320,SBI Bluechip,119551
06-03-2025,103.57700,SBI Bluechip,119551
05-03-2025,103.51560,SBI Bluechip,119551
04-03-2025,103.49610,SBI Bluechip,119551
03-03-2025,103.49150,SBI Bluechip,119551
28-02-2025,103.45420,SBI Bluechip,119551
27-02-2025,103.47500,SBI Bluechip,119551
25-02-2025,103.53110,SBI Bluechip,119551
24-02-2025,103.52300,SBI Bluechip,119551
21-02-2025,103.46060,SBI Bluechip,119551
20-02-2025,103.44730,SBI Bluechip,119551
18-02-2025,103.42800,SBI Bluechip,119551
17-02-2025,103.40240,SBI Bluechip,119551
14-02-2025,103.35870,SBI Bluechip,119551
13-02-2025,103.34130,SBI Bluechip,119551
12-02-2025,103.33270,SBI Bluechip,119551
11-02-2025,103.34910,SBI Bluechip,119551
10-02-2025,103.31190,SBI Bluechip,119551
07-02-2025,103.29830,SBI Bluechip,119551
06-02-2025,103.35570,SBI Bluechip,119551
05-02-2025,103.28870,SBI Bluechip,119551
04-02-2025,103.20960,SBI Bluechip,119551
03-02-2025,103.20790,SBI Bluechip,119551
31-01-2025,103.11940,SBI Bluechip,119551
30-01-2025,103.09950,SBI Bluechip,119551
29-01-2025,103.06310,SBI Bluechip,119551
28-01-2025,103.05510,SBI Bluechip,119551
27-01-2025,103.01910,SBI Bluechip,119551
24-01-2025,102.90000,SBI Bluechip,119551
23-01-2025,102.88280,SBI Bluechip,119551
22-01-2025,102.88200,SBI Bluechip,119551
21-01-2025,102.83300,SBI Bluechip,119551
20-01-2025,102.77220,SBI Bluechip,119551
17-01-2025,102.69710,SBI Bluechip,119551
16-01-2025,102.68460,SBI Bluechip,119551
15-01-2025,102.55470,SBI Bluechip,119551
14-01-2025,102.50670,SBI Bluechip,119551
13-01-2025,102.47900,SBI Bluechip,119551
10-01-2025,102.57880,SBI Bluechip,119551
09-01-2025,102.56690,SBI Bluechip,119551
08-01-2025,102.58420,SBI Bluechip,119551
07-01-2025,102.59420,SBI Bluechip,119551
06-01-2025,102.54280,SBI Bluechip,119551
03-01-2025,102.47340,SBI Bluechip,119551
02-01-2025,102.44110,SBI Bluechip,119551
01-01-2025,102.43730,SBI Bluechip,119551
31-12-2024,102.42610,SBI Bluechip,119551
30-12-2024,102.39350,SBI Bluechip,119551
27-12-2024,102.33770,SBI Bluechip,119551
26-12-2024,102.30570,SBI Bluechip,119551
24-12-2024,102.27600,SBI Bluechip,119551
23-12-2024,102.29710,SBI Bluechip,119551
20-12-2024,102.22990,SBI Bluechip,119551
19-12-2024,102.23190,SBI Bluechip,119551
18-12-2024,102.30510,SBI Bluechip,119551
17-12-2024,102.27880,SBI Bluechip,119551
16-12-2024,108.81760,SBI Bluechip,119551
13-12-2024,108.76540,SBI Bluechip,119551
12-12-2024,108.76000,SBI Bluechip,119551
11-12-2024,108.77140,SBI Bluechip,119551
10-12-2024,108.75120,SBI Bluechip,119551
09-12-2024,108.71240,SBI Bluechip,119551
06-12-2024,108.64920,SBI Bluechip,119551
05-12-2024,108.71270,SBI Bluechip,119551
04-12-2024,108.66520,SBI Bluechip,119551
03-12-2024,108.57720,SBI Bluechip,119551
02-12-2024,108.54700,SBI Bluechip,119551
29-11-2024,108.34810,SBI Bluechip,119551
28-11-2024,108.24800,SBI Bluechip,119551
27-11-2024,108.21860,SBI Bluechip,119551
26-11-2024,108.23400,SBI Bluechip,119551
25-11-2024,108.21990,SBI Bluechip,119551
22-11-2024,108.13010,SBI Bluechip,119551
21-11-2024,108.15470,SBI Bluechip,119551
19-11-2024,108.14590,SBI Bluechip,119551
18-11-2024,108.11440,SBI Bluechip,119551
14-11-2024,108.02650,SBI Bluechip,119551
13-11-2024,108.05130,SBI Bluechip,119551
12-11-2024,108.05340,SBI Bluechip,119551
11-11-2024,108.04570,SBI Bluechip,119551
08-11-2024,107.98840,SBI Bluechip,119551
07-11-2024,107.92370,SBI Bluechip,119551
06-11-2024,107.88790,SBI Bluechip,119551
05-11-2024,107.88740,SBI Bluechip,119551
04-11-2024,107.87390,SBI Bluechip,119551
31-10-2024,107.80150,SBI Bluechip,119551
30-10-2024,107.78810,SBI Bluechip,119551
29-10-2024,107.72500,SBI Bluechip,119551
28-10-2024,107.68610,SBI Bluechip,119551
25-10-2024,107.69090,SBI Bluechip,119551
24-10-2024,107.67400,SBI Bluechip,119551
23-10-2024,107.63360,SBI Bluechip,119551
22-10-2024,107.58690,SBI Bluechip,119551
21-10-2024,107.63570,SBI Bluechip,119551
18-10-2024,107.61580,SBI Bluechip,119551
17-10-2024,107.65030,SBI Bluechip,119551
16-10-2024,107.65350,SBI Bluechip,119551
15-10-2024,107.65340,SBI Bluechip,119551
14-10-2024,107.61860,SBI Bluechip,119551
11-10-2024,107.52650,SBI Bluechip,119551
10-10-2024,107.50400,SBI Bluechip,119551
09-10-2024,107.47720,SBI Bluechip,119551
08-10-2024,107.31260,SBI Bluechip,119551
07-10-2024,107.24870,SBI Bluechip,119551
04-10-2024,107.22570,SBI Bluechip,119551
03-10-2024,107.30760,SBI Bluechip,119551
01-10-2024,107.32370,SBI Bluechip,119551
30-09-2024,107.22500,SBI Bluechip,119551
27-09-2024,107.17690,SBI Bluechip,119551
26-09-2024,107.19660,SBI Bluechip,119551
25-09-2024,107.11260,SBI Bluechip,119551
24-09-2024,107.04660,SBI Bluechip,119551
23-09-2024,107.02370,SBI Bluechip,119551
20-09-2024,106.92900,SBI Bluechip,119551
19-09-2024,106.88090,SBI Bluechip,119551
17-09-2024,106.76390,SBI Bluechip,119551
16-09-2024,106.76230,SBI Bluechip,119551
13-09-2024,106.65730,SBI Bluechip,119551
12-09-2024,106.58270,SBI Bluechip,119551
11-09-2024,106.55120,SBI Bluechip,119551
10-09-2024,106.49020,SBI Bluechip,119551
09-09-2024,106.46670,SBI Bluechip,119551
06-09-2024,106.41460,SBI Bluechip,119551
05-09-2024,106.40590,SBI Bluechip,119551
04-09-2024,106.37540,SBI Bluechip,119551
03-09-2024,106.33290,SBI Bluechip,119551
02-09-2024,106.30540,SBI Bluechip,119551
30-08-2024,106.26680,SBI Bluechip,119551
29-08-2024,106.26480,SBI Bluechip,119551
28-08-2024,106.23650,SBI Bluechip,119551
27-08-2024,106.19530,SBI Bluechip,119551
26-08-2024,106.17030,SBI Bluechip,119551
23-08-2024,106.11270,SBI Bluechip,119551
22-08-2024,106.08580,SBI Bluechip,119551
21-08-2024,106.05180,SBI Bluechip,119551
20-08-2024,106.02520,SBI Bluechip,119551
19-08-2024,105.98180,SBI Bluechip,119551
16-08-2024,105.91160,SBI Bluechip,119551
14-08-2024,105.89430,SBI Bluechip,119551
13-08-2024,105.85320,SBI Bluechip,119551
12-08-2024,105.82620,SBI Bluechip,119551
09-08-2024,105.78610,SBI Bluechip,119551
08-08-2024,105.76370,SBI Bluechip,119551
07-08-2024,105.75490,SBI Bluechip,119551
06-08-2024,105.72530,SBI Bluechip,119551
05-08-2024,105.72620,SBI Bluechip,119551
02-08-2024,105.59090,SBI Bluechip,119551
01-08-2024,105.54550,SBI Bluechip,119551
31-07-2024,105.51090,SBI Bluechip,119551
30-07-2024,105.50940,SBI Bluechip,119551
29-07-2024,105.51190,SBI Bluechip,119551
26-07-2024,105.41350,SBI Bluechip,119551
25-07-2024,105.34080,SBI Bluechip,119551
24-07-2024,105.25950,SBI Bluechip,119551
23-07-2024,105.22530,SBI Bluechip,119551
22-07-2024,105.22300,SBI Bluechip,119551
19-07-2024,105.17580,SBI Bluechip,119551
18-07-2024,105.14520,SBI Bluechip,119551
16-07-2024,105.08550,SBI Bluechip,119551
15-07-2024,105.01510,SBI Bluechip,119551
12-07-2024,104.92920,SBI Bluechip,119551
11-07-2024,104.92270,SBI Bluechip,119551
10-07-2024,104.90090,SBI Bluechip,119551
09-07-2024,104.87610,SBI Bluechip,119551
08-07-2024,104.84850,SBI Bluechip,119551
05-07-2024,104.77860,SBI Bluechip,119551
04-07-2024,104.74500,SBI Bluechip,119551
03-07-2024,104.71140,SBI Bluechip,119551
02-07-2024,104.67240,SBI Bluechip,119551
01-07-2024,104.62760,SBI Bluechip,119551
30-06-2024,104.61360,SBI Bluechip,119551
28-06-2024,104.57400,SBI Bluechip,119551
27-06-2024,104.53820,SBI Bluechip,119551
26-06-2024,104.51870,SBI Bluechip,119551
25-06-2024,104.54050,SBI Bluechip,119551
24-06-2024,117.87080,SBI Bluechip,119551
21-06-2024,104.47130,SBI Bluechip,119551
20-06-2024,104.43200,SBI Bluechip,119551
19-06-2024,104.39940,SBI Bluechip,119551
18-06-2024,104.35240,SBI Bluechip,119551
14-06-2024,104.27040,SBI Bluechip,119551
13-06-2024,104.23660,SBI Bluechip,119551
12-06-2024,104.17780,SBI Bluechip,119551
11-06-2024,104.15560,SBI Bluechip,119551
10-06-2024,104.09280,SBI Bluechip,119551
07-06-2024,104.03510,SBI Bluechip,119551
06-06-2024,103.99790,SBI Bluechip,119551
05-06-2024,103.90010,SBI Bluechip,119551
04-06-2024,103.84140,SBI Bluechip,119551
03-06-2024,104.09830,SBI Bluechip,119551
31-05-2024,103.95470,SBI Bluechip,119551
30-05-2024,103.92790,SBI Bluechip,119551
29-05-2024,103.89540,SBI Bluechip,119551
28-05-2024,103.91180,SBI Bluechip,119551
27-05-2024,103.91530,SBI Bluechip,119551
24-05-2024,103.87100,SBI Bluechip,119551
22-05-2024,103.79920,SBI Bluechip,119551
21-05-2024,103.72470,SBI Bluechip,119551
17-05-2024,103.60860,SBI Bluechip,119551
16-05-2024,103.61800,SBI Bluechip,119551
15-05-2024,103.53120,SBI Bluechip,119551
14-05-2024,103.45250,SBI Bluechip,119551
13-05-2024,103.41880,SBI Bluechip,119551
10-05-2024,103.36070,SBI Bluechip,119551
09-05-2024,103.32710,SBI Bluechip,119551
08-05-2024,103.31910,SBI Bluechip,119551
07-05-2024,103.32510,SBI Bluechip,119551
06-05-2024,103.31350,SBI Bluechip,119551
03-05-2024,103.16000,SBI Bluechip,119551
02-05-2024,103.10970,SBI Bluechip,119551
30-04-2024,103.05140,SBI Bluechip,119551
29-04-2024,103.01610,SBI Bluechip,119551
26-04-2024,102.95930,SBI Bluechip,119551
25-04-2024,102.94930,SBI Bluechip,119551
24-04-2024,102.95490,SBI Bluechip,119551
23-04-2024,102.95320,SBI Bluechip,119551
22-04-2024,102.88180,SBI Bluechip,119551
19-04-2024,102.78500,SBI Bluechip,119551
18-04-2024,102.87800,SBI Bluechip,119551
16-04-2024,102.83400,SBI Bluechip,119551
15-04-2024,102.86950,SBI Bluechip,119551
12-04-2024,102.78530,SBI Bluechip,119551
10-04-2024,102.89980,SBI Bluechip,119551
08-04-2024,102.78940,SBI Bluechip,119551
05-04-2024,102.82780,SBI Bluechip,119551
04-04-2024,102.83100,SBI Bluechip,119551
03-04-2024,102.79320,SBI Bluechip,119551
02-04-2024,102.76080,SBI Bluechip,119551
31-03-2024,102.76320,SBI Bluechip,119551
28-03-2024,102.70960,SBI Bluechip,119551
27-03-2024,102.53610,SBI Bluechip,119551
26-03-2024,110.19030,SBI Bluechip,119551
22-03-2024,110.17290,SBI Bluechip,119551
21-03-2024,110.20460,SBI Bluechip,119551
20-03-2024,110.14850,SBI Bluechip,119551
19-03-2024,110.11400,SBI Bluechip,119551
18-03-2024,110.14400,SBI Bluechip,119551
15-03-2024,110.13190,SBI Bluechip,119551
14-03-2024,110.11960,SBI Bluechip,119551
13-03-2024,110.13030,SBI Bluechip,119551
12-03-2024,110.12460,SBI Bluechip,119551
11-03-2024,110.12000,SBI Bluechip,119551
07-03-2024,109.96240,SBI Bluechip,119551
06-03-2024,109.91770,SBI Bluechip,119551
05-03-2024,109.85520,SBI Bluechip,119551
04-03-2024,109.84360,SBI Bluechip,119551
01-03-2024,109.78340,SBI Bluechip,119551
29-02-2024,109.77110,SBI Bluechip,119551
28-02-2024,109.75690,SBI Bluechip,119551
27-02-2024,109.71470,SBI Bluechip,119551
26-02-2024,109.71610,SBI Bluechip,119551
23-02-2024,109.61860,SBI Bluechip,119551
22-02-2024,109.60910,SBI Bluechip,119551
21-02-2024,109.58460,SBI Bluechip,119551
20-02-2024,109.53830,SBI Bluechip,119551
16-02-2024,109.39300,SBI Bluechip,119551
15-02-2024,109.37710,SBI Bluechip,119551
14-02-2024,109.29380,SBI Bluechip,119551
13-02-2024,109.32210,SBI Bluechip,119551
12-02-2024,109.31830,SBI Bluechip,119551
09-02-2024,109.25690,SBI Bluechip,119551
08-02-2024,109.29290,SBI Bluechip,119551
07-02-2024,109.29380,SBI Bluechip,119551
06-02-2024,109.24890,SBI Bluechip,119551
05-02-2024,109.22790,SBI Bluechip,119551
02-02-2024,109.24840,SBI Bluechip,119551
01-02-2024,109.13340,SBI Bluechip,119551
31-01-2024,108.95010,SBI Bluechip,119551
30-01-2024,108.90940,SBI Bluechip,119551
29-01-2024,108.86630,SBI Bluechip,119551
25-01-2024,108.77950,SBI Bluechip,119551
24-01-2024,108.75840,SBI Bluechip,119551
23-01-2024,108.75600,SBI Bluechip,119551
19-01-2024,108.66340,SBI Bluechip,119551
18-01-2024,108.66910,SBI Bluechip,119551
17-01-2024,108.66410,SBI Bluechip,119551
16-01-2024,108.65650,SBI Bluechip,119551
15-01-2024,108.65460,SBI Bluechip,119551
12-01-2024,108.52770,SBI Bluechip,119551
11-01-2024,108.47680,SBI Bluechip,119551
10-01-2024,108.46870,SBI Bluechip,119551
09-01-2024,108.43510,SBI Bluechip,119551
08-01-2024,108.40130,SBI Bluechip,119551
05-01-2024,108.29340,SBI Bluechip,119551
04-01-2024,108.30680,SBI Bluechip,119551
03-01-2024,108.30330,SBI Bluechip,119551
